# Expression Atlas			
"# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-1940"			
"# Timestamp: Mon, 08-Jan-2024 16:00:09"			
Gene ID	Gene Name	NMIBC' vs 'normal' .foldChange	NMIBC' vs 'normal'.pValue
ENSG00000236617	ENSG00000236617	0.8	0.255223931
ENSG00000236618	PITPNA-AS1	0.8	0.104704194
ENSG00000236627	ENSG00000236627	-0.4	0.700677048
ENSG00000236641	ENSG00000236641	0.4	0.690900259
ENSG00000236653	LINC01923	-1.2	0.096641019
ENSG00000236668	ENSG00000236668	-0.8	0.001012077
ENSG00000236671	PRKG1-AS1	-0.7	0.35370602
ENSG00000236674	ENSG00000236674	-0.1	0.883952618
ENSG00000236675	MTX1P1	-0.8	0.049218773
ENSG00000236682	MAP3K2-DT	0.6	0.225300326
ENSG00000236699	ARHGEF38	-0.3	0.73868646
ENSG00000236700	LINC01010	1.5	0.014111962
ENSG00000236711	SMAD9-IT1	0.3	0.701384204
ENSG00000236714	LINC01844	-1	0.072690307
ENSG00000236723	ENSG00000236723	-0.4	0.657450468
ENSG00000236739	CLIC4P1	0.8	0.346312369
ENSG00000236740	ENSG00000236740	1.1	0.16436692
ENSG00000236753	MKLN1-AS	0.5	0.153057493
ENSG00000236754	ENSG00000236754	1.6	0.001415369
ENSG00000236760	ENSG00000236760	-0.3	0.739005396
ENSG00000236772	ENSG00000236772	0.9	0.164828838
ENSG00000236773	ENSG00000236773	1.6	0.015440244
ENSG00000236776	RPL21P23	1.6	0.037154635
ENSG00000236778	INTS6-AS1	1.1	9.35E-04
ENSG00000236779	ENSG00000236779	-0.6	0.208293758
ENSG00000236780	LINC01829	-1	0.222309718
ENSG00000236782	ZNF593OS	-0.6	0.374762415
ENSG00000236790	LINC00299	0.6	0.372152822
ENSG00000236792	ENSG00000236792	0.3	0.70643419
ENSG00000236796	ENSG00000236796	0.1	0.898792181
ENSG00000236801	RPL24P8	0.9	0.06432237
ENSG00000236806	RPL7AP15	0.7	0.401285546
ENSG00000236809	SNX25P1	-1	0.225587791
ENSG00000236810	ELOA-AS1	0.1	0.907552415
ENSG00000236811	GAPDHP2	-0.2	0.799218625
ENSG00000236814	ENSG00000236814	-0.2	0.643524655
ENSG00000236819	LINC01563	0.4	0.27446854
ENSG00000236823	ENSG00000236823	-0.4	0.634952666
ENSG00000236824	BCYRN1	1.2	0.158371652
ENSG00000236829	ENSG00000236829	-0.2	0.665531596
ENSG00000236830	CBR3-AS1	-0.3	0.378980878
ENSG00000236833	ENSG00000236833	-0.6	0.484231316
ENSG00000236841	ENSG00000236841	-2.2	3.53E-04
ENSG00000236844	ENSG00000236844	-0.2	0.815059457
ENSG00000236852	SSBL2P	0.2	0.851478264
ENSG00000236854	LINC00486	1.5	0.05405849
ENSG00000236859	NIFK-AS1	1.9	2.79E-11
ENSG00000236861	BET1-AS1	-0.3	0.677984566
ENSG00000236863	RPL23AP23	1.1	0.183144417
ENSG00000236867	ENSG00000236867	-1.6	0.026915538
ENSG00000236869	ZKSCAN7-AS1	0.2	0.777358031
ENSG00000236871	LINC00106	0.1	0.712505791
ENSG00000236878	MTATP6P26	0.4	0.611968152
ENSG00000236882	LINC01554	1.5	0.010684681
ENSG00000236886	ENSG00000236886	0.4	0.678547168
ENSG00000236893	ASS1P7	-1.9	0.001425976
ENSG00000236901	MIR600HG	-1.7	3.88E-09
ENSG00000236905	ENSG00000236905	-0.4	0.612862155
ENSG00000236908	LINC02827	-1.1	0.110577112
ENSG00000236914	LINC01852	-1	0.054362998
ENSG00000236915	CLCA4-AS1	-0.7	0.222633169
ENSG00000236922	LINC01378	-0.8	0.084242852
ENSG00000236924	ENSG00000236924	0.5	0.466024302
ENSG00000236935	ENSG00000236935	-0.5	0.566201385
ENSG00000236936	ENSG00000236936	1.8	0.018164678
ENSG00000236939	BAALC-AS2	0.2	0.631221518
ENSG00000236940	ENSG00000236940	0.1	0.951285374
ENSG00000236942	ENSG00000236942	0.3	0.761875797
ENSG00000236947	ENSG00000236947	-0.1	0.902868585
ENSG00000236948	ENSG00000236948	-0.6	0.307099524
ENSG00000236953	ZDHHC20-IT1	1.8	0.001316821
ENSG00000236963	LINC01141	-0.2	0.783046542
ENSG00000236977	ANKRD44-IT1	1	0.245618042
ENSG00000236991	EDRF1-AS1	-0.2	0.822725074
ENSG00000236998	ENSG00000236998	-1.1	0.163030683
ENSG00000237004	ZNRF2P1	-0.3	0.540209095
ENSG00000237017	ENSG00000237017	0.3	0.604723413
ENSG00000237025	PARD6BP1	1.2	0.107544954
ENSG00000237031	ENSG00000237031	0.1	0.95456645
ENSG00000237036	ZEB1-AS1	0.5	0.178885302
ENSG00000237037	NDUFA6-DT	-0.3	0.530823418
ENSG00000237054	PRMT5-AS1	-0.1	0.872437442
ENSG00000237076	ENSG00000237076	0.8	0.280032231
ENSG00000237080	EHMT2-AS1	0.8	0.199769394
ENSG00000237082	COX5BP6	0.6	0.281379061
ENSG00000237094	ENSG00000237094	0.8	0.313937867
ENSG00000237101	ENSG00000237101	0.5	0.325985732
ENSG00000237118	CYP2F2P	-0.2	0.785191191
ENSG00000237133	RASGRP3-AS1	0.2	0.784226122
ENSG00000237135	DDX10P1	0.5	0.608134853
ENSG00000237139	RPS26P41	0.2	0.836151712
ENSG00000237149	ZNF503-AS2	-1.1	0.014802033
ENSG00000237152	ENSG00000237152	-0.5	0.527987431
ENSG00000237154	MCFD2P1	1.1	0.132300932
ENSG00000237159	CNTFR-AS1	-0.2	0.710381208
ENSG00000237166	LINC01792	1.5	0.02674659
ENSG00000237169	RPL12P27	0.4	0.625071124
ENSG00000237172	B3GNT9	0.6	0.103340012
ENSG00000237178	H3P7	1.2	0.149644418
ENSG00000237180	CYP46A4P	-0.3	0.671209485
ENSG00000237181	PRKAR1B-AS1	0.7	0.37431329
ENSG00000237187	NR2F1-AS1	-0.7	1.34E-05
ENSG00000237188	ENSG00000237188	-0.6	0.310014256
ENSG00000237190	CDKN2AIPNL	-1.1	4.22E-10
ENSG00000237194	SNAI1P1	-0.7	0.427805395
ENSG00000237212	ENSG00000237212	0.7	0.189280086
ENSG00000237214	ENSG00000237214	0.4	0.64254549
ENSG00000237232	ZNF295-AS1	0.1	0.944399003
ENSG00000237234	ENSG00000237234	-0.4	0.638409996
ENSG00000237248	LINC00987	0.6	0.107637823
ENSG00000237249	ENSG00000237249	0.5	0.581634869
ENSG00000237250	ENSG00000237250	-0.4	0.696486437
ENSG00000237264	FTH1P11	1.6	0.01527542
ENSG00000237265	ENSG00000237265	-1.1	0.175344877
ENSG00000237276	ANO7L1	0.5	0.518626618
ENSG00000237282	LINC00851	-0.6	0.468794052
ENSG00000237285	HNRNPA1P2	0.2	0.875276544
ENSG00000237289	CKMT1B	-0.9	0.008370887
ENSG00000237290	LINC01343	0.3	0.728883737
ENSG00000237296	SMG1P1	-1	0.169997753
ENSG00000237298	TTN-AS1	0.3	0.398340379
ENSG00000237301	ENSG00000237301	-0.3	0.61687945
ENSG00000237307	SRRM1P3	-0.5	0.548115677
ENSG00000237310	GS1-124K5.4	0.3	0.257767098
ENSG00000237321	ENSG00000237321	1	0.145924609
ENSG00000237324	ENSG00000237324	-0.1	0.924906707
ENSG00000237328	RAI1-AS1	0.6	0.42479468
ENSG00000237337	ELAVL4-AS1	-0.6	0.54522318
ENSG00000237338	FTCD-AS1	0.3	0.758669137
ENSG00000237341	SYP-AS1	-1	0.184088343
ENSG00000237350	CDC42P6	-0.3	0.613481131
ENSG00000237351	ITPK1P1	-0.1	0.868149041
ENSG00000237352	LINC01358	0.1	0.914688528
ENSG00000237356	ENSG00000237356	0.4	0.636336736
ENSG00000237359	ENSG00000237359	-0.1	0.932271003
ENSG00000237361	TUSC8	-1.6	0.016774289
ENSG00000237373	BRWD1-IT1	0.3	0.78249516
ENSG00000237390	ENSG00000237390	-0.6	0.500063208
ENSG00000237399	PITRM1-AS1	-0.4	0.43093014
ENSG00000237406	NDUFA9P1	-0.7	0.383275458
ENSG00000237410	NRXN2-AS1	-0.2	0.740485577
ENSG00000237412	PRSS56	-2.8	9.26E-07
ENSG00000237418	ENSG00000237418	-1.1	0.083545339
ENSG00000237424	FOXD2-AS1	0.4	0.613920604
ENSG00000237429	ENSG00000237429	0.4	0.50097943
ENSG00000237436	CAMTA1-DT	-0.3	0.669497195
ENSG00000237437	ASS1P12	-0.4	0.584729705
ENSG00000237438	CECR7	-0.2	0.711431065
ENSG00000237441	RGL2	0.6	2.56E-04
ENSG00000237446	RHEBP3	-0.1	0.939845372
ENSG00000237451	CDK2AP2P2	0.5	0.575047544
ENSG00000237457	LINC01351	0.4	0.426298248
ENSG00000237461	ENSG00000237461	0.7	0.389699856
ENSG00000237470	DCLRE1CP1	0.9	0.283715614
ENSG00000237476	LINC01637	-1	0.011088335
ENSG00000237481	ENSG00000237481	-0.7	0.352910042
ENSG00000237491	LINC01409	0.1	0.847729906
ENSG00000237493	ENSG00000237493	1	0.002753552
ENSG00000237499	WAKMAR2	1.3	0.056539536
ENSG00000237510	GPAT2P1	-0.4	0.643135277
ENSG00000237512	UNC5B-AS1	0.5	0.492523767
ENSG00000237515	SHISA9	-0.6	0.017497954
ENSG00000237517	DGCR5	-1.3	0.00439405
ENSG00000237522	NONOP2	0.8	0.138027807
ENSG00000237523	LINC00857	-0.5	0.607629442
ENSG00000237529	ENSG00000237529	1.4	0.087743167
ENSG00000237531	ENSG00000237531	0.6	0.535234239
ENSG00000237541	HLA-DQA2	-0.1	0.954020266
ENSG00000237548	TTLL11-IT1	-0.6	0.372905368
ENSG00000237550	ENSG00000237550	0.4	0.278915581
ENSG00000237560	LINC01497	0.3	0.714391674
ENSG00000237567	LINC02836	-1	0.227779868
ENSG00000237574	LINC01856	0.1	0.883938185
ENSG00000237575	PYY2	0.5	0.329475116
ENSG00000237585	LINC00407	-0.8	0.36791808
ENSG00000237588	ENSG00000237588	-0.9	0.294051017
ENSG00000237594	ENSG00000237594	-0.6	0.478919595
ENSG00000237595	LINC01275	-1.5	0.069924546
ENSG00000237596	ENSG00000237596	-0.1	0.883938185
ENSG00000237624	OXCT2P1	-0.2	0.868713284
ENSG00000237631	PARK7P2	0.5	0.627189025
ENSG00000237633	ENSG00000237633	-0.4	0.600636814
ENSG00000237636	ANKRD26P3	-1	0.239119662
ENSG00000237637	FRY-AS1	-0.5	0.53670001
ENSG00000237638	LINC02245	1.1	0.179023957
ENSG00000237640	ENSG00000237640	-0.8	0.259073846
ENSG00000237641	RPL28P2	0.7	0.413210785
ENSG00000237649	KIFC1	2.6	7.82E-05
ENSG00000237651	C2orf74	-0.2	0.633867894
ENSG00000237654	ENSG00000237654	1.2	0.001395382
ENSG00000237667	LINC01115	-0.5	0.572833395
ENSG00000237669	ENSG00000237669	0.2	0.823364255
ENSG00000237672	KRR1P1	0.3	0.596039148
ENSG00000237686	SCIRT	0.6	0.227643807
ENSG00000237691	IFNWP2	-1.9	0.013450056
ENSG00000237711	MTCO3P11	0.8	0.357615901
ENSG00000237714	P4HA2-AS1	0.4	0.669233357
ENSG00000237720	ENSG00000237720	-1.4	0.002342791
ENSG00000237721	ENSG00000237721	0.4	0.680900357
ENSG00000237729	ENSG00000237729	1	0.204380352
ENSG00000237730	RPS5P8	0.7	0.14556161
ENSG00000237732	CT75	-0.4	0.295105087
ENSG00000237737	DCTN1-AS1	-1	7.76E-04
ENSG00000237742	ENSG00000237742	1	0.12126185
ENSG00000237753	ENSG00000237753	-0.3	0.274106627
ENSG00000237758	BANF1P3	-0.2	0.871263229
ENSG00000237764	ENSG00000237764	0.7	0.422785986
ENSG00000237765	FAM200B	0.4	0.265914226
ENSG00000237766	GGTA2P	0.4	0.566578826
ENSG00000237772	LINC02631	0.6	0.489795091
ENSG00000237773	ENSG00000237773	-1	0.055302359
ENSG00000237781	ADAMTSL4-AS2	0.2	0.869566847
ENSG00000237786	GFOD1-AS1	-1.7	0.025749619
ENSG00000237787	LINC02877	0.8	0.356662436
ENSG00000237797	MACORIS	2.1	9.62E-06
ENSG00000237806	FAUP2	1	0.197457471
ENSG00000237807	ENSG00000237807	1.3	0.032904131
ENSG00000237818	RPS3AP29	1	0.194241149
ENSG00000237819	CDK6-AS1	-1.9	0.01572879
ENSG00000237836	PHKA2-AS1	0.5	0.424448803
ENSG00000237840	FAM21FP	-0.1	0.884799165
ENSG00000237842	SMU1P1	0.2	0.659592631
ENSG00000237851	ENSG00000237851	2.4	8.48E-04
ENSG00000237854	LINC00674	0.9	0.033856845
ENSG00000237862	ENSG00000237862	-1.1	0.095008318
ENSG00000237863	ENSG00000237863	-0.2	0.697639546
ENSG00000237877	LINC01473	0.3	0.679199863
ENSG00000237879	LINC00398	-1.9	0.004771744
ENSG00000237880	LINC01885	0.2	0.837877903
ENSG00000237883	DGUOK-AS1	0.8	0.133134127
ENSG00000237886	NALT1	0.2	0.775828121
ENSG00000237887	RPL23AP32	0.8	0.141025809
ENSG00000237892	KLF7-IT1	0.5	0.55112538
ENSG00000237899	ENSG00000237899	0.4	0.683555243
ENSG00000237903	ENSG00000237903	0.9	0.247206942
ENSG00000237917	PARP4P1	0.1	0.95957387
ENSG00000237919	LRRC7-AS1	0.2	0.839743198
ENSG00000237927	ENSG00000237927	-0.4	0.678646254
ENSG00000237928	NFIA-AS2	1.1	0.088621983
ENSG00000237931	CLIC4P3	0.3	0.703112651
ENSG00000237938	ENSG00000237938	-0.3	0.702074903
ENSG00000237940	LINC01238	0.3	0.487479406
ENSG00000237941	KCNQ1DN	-0.3	0.755283339
ENSG00000237943	PRKCQ-AS1	0.2	0.625584065
ENSG00000237945	LINC00649	1.3	0.025290251
ENSG00000237949	LINC00844	1.9	2.28E-06
ENSG00000237950	ENSG00000237950	0.5	0.305542849
ENSG00000237972	TUBG1P	-1	0.061857232
ENSG00000237973	MTCO1P12	1.9	0.001026045
ENSG00000237975	FLG-AS1	-0.3	0.601042854
ENSG00000237978	KCNMB2-AS1	-0.8	0.329498862
ENSG00000237979	DNAJB12P1	-1.2	0.13384835
ENSG00000237984	PTENP1	-1.2	0.001517528
ENSG00000237986	CELF2-AS2	-0.7	0.281379413
ENSG00000237989	LINC01679	0.5	0.302753726
ENSG00000237991	RPL35P1	-1.3	0.093482082
ENSG00000237993	ENSG00000237993	1.1	0.190436361
ENSG00000238018	ENSG00000238018	0.8	0.175102801
ENSG00000238035	ENSG00000238035	0.6	0.472887058
ENSG00000238039	ENSG00000238039	-0.3	0.761986177
ENSG00000238041	TMEM230P2	-0.4	0.434100232
ENSG00000238045	ENSG00000238045	-0.1	0.878196477
ENSG00000238057	ZEB2-AS1	1.1	0.113671176
ENSG00000238058	ENSG00000238058	-0.1	0.908151326
ENSG00000238062	SPATA3-AS1	-0.4	0.660402049
ENSG00000238072	CDC26P1	0.1	0.766137961
ENSG00000238082	NUDCP2	-0.4	0.386060078
ENSG00000238083	LRRC37A2	-0.4	0.430509165
ENSG00000238098	ABCA17P	0.2	0.625311492
ENSG00000238099	LINC01625	1.1	0.094491604
ENSG00000238103	RPL9P7	1.1	0.151996364
ENSG00000238105	GOLGA2P5	0.2	0.581839319
ENSG00000238109	RNF14P3	-0.9	0.147608789
ENSG00000238110	ENSG00000238110	-0.2	0.824613854
ENSG00000238113	LINC01410	0.8	0.00528608
ENSG00000238117	ENSG00000238117	0.1	0.883400392
ENSG00000238121	LINC00426	-1	0.040187604
ENSG00000238123	MID1IP1-AS1	0.4	0.632856001
ENSG00000238125	SLC9A3P2	-1.1	0.17536186
ENSG00000238140	ENSG00000238140	0.1	0.946993277
ENSG00000238141	BRWD1-AS1	0.5	0.559235391
ENSG00000238142	ENSG00000238142	-0.1	0.916391486
ENSG00000238151	MLLT10P1	0.5	0.571268378
ENSG00000238164	TNFRSF14-AS1	0.8	0.077895798
ENSG00000238165	ENSG00000238165	1.2	0.079695041
ENSG00000238168	IFITM3P5	0.1	0.933980105
ENSG00000238169	LINC01053	0.5	0.578594994
ENSG00000238178	ENSG00000238178	-1.1	0.172099866
ENSG00000238180	RPL21P34	0.4	0.700388423
ENSG00000238184	CD81-AS1	-0.1	0.896469452
ENSG00000238186	ENSG00000238186	-1.9	0.005740273
ENSG00000238194	PHACTR3-AS1	1.2	0.015033246
ENSG00000238198	LRIG2-DT	1.3	0.006011388
ENSG00000238217	LINC01877	1.1	0.012096811
ENSG00000238222	MKRN4P	0.2	0.877055871
ENSG00000238227	TMEM250	-0.7	0.002263175
ENSG00000238228	OR7E7P	0.1	0.918670079
ENSG00000238230	LINC00391	0.3	0.726562819
ENSG00000238231	ENSG00000238231	1.1	0.198911185
ENSG00000238243	OR2W3	-1.1	0.02339157
ENSG00000238245	MYO5BP2	0.9	0.272495009
ENSG00000238246	ENSG00000238246	1	0.011106238
ENSG00000238250	ST6GAL2-IT1	0.2	0.876794933
ENSG00000238251	NSA2P7	0.6	0.393777423
ENSG00000238260	ENSG00000238260	0.9	0.001269804
ENSG00000238266	LINC00707	1.2	0.031073461
ENSG00000238273	ENSG00000238273	-1.5	0.003701418
ENSG00000238276	ENSG00000238276	1.2	0.040547629
ENSG00000238278	ALG1L6P	-0.8	0.192453681
ENSG00000238279	ENSG00000238279	-0.5	0.513378455
ENSG00000238286	SLC35E1P1	0.7	0.300087191
ENSG00000238287	ENSG00000238287	0.9	0.141485867
ENSG00000238290	ENSG00000238290	0.5	0.460024606
ENSG00000238390	ENSG00000238390	0.1	0.953943172
ENSG00000238741	SCARNA7	1.4	0.022735173
ENSG00000238793	SNORD124	1	0.200655613
ENSG00000238795	SCARNA12	0.1	0.957547928
ENSG00000239040	Y_RNA	0.9	0.312081232
ENSG00000239115	RNU7-67P	0.8	0.356253638
ENSG00000239122	RNU2-11P	0.9	0.203438324
ENSG00000239212	RPL6P7	-0.4	0.636176357
ENSG00000239213	NCK1-DT	1.4	0.001314702
ENSG00000239218	RPS20P22	1.3	0.008467746
ENSG00000239219	ENSG00000239219	0.3	0.653295749
ENSG00000239247	RN7SL589P	0.2	0.778920583
ENSG00000239263	RBM43P1	0.3	0.742696373
ENSG00000239264	TXNDC5	-0.1	0.887123288
ENSG00000239265	CLRN1-AS1	1.5	0.053800873
ENSG00000239268	ENSG00000239268	0.3	0.4803121
ENSG00000239282	CASTOR1	0.4	0.434139224
ENSG00000239291	ENSG00000239291	-0.8	0.324819798
ENSG00000239300	ENSG00000239300	0.4	0.511826241
ENSG00000239305	RNF103	0.2	0.507776475
ENSG00000239306	RBM14	0.3	0.00656825
ENSG00000239332	LINC01119	-0.8	0.034676944
ENSG00000239335	LLPH-DT	1	0.139100031
ENSG00000239345	HNRNPA1P26	-0.2	0.807129126
ENSG00000239365	RPS26P49	0.2	0.872760251
ENSG00000239374	ENSG00000239374	0.3	0.754290253
ENSG00000239377	ZNF775-AS1	1.1	0.076885581
ENSG00000239381	ENSG00000239381	0.5	0.399739474
ENSG00000239382	ALKBH6	-0.3	0.339055916
ENSG00000239389	PCDHA13	-0.9	0.294063625
ENSG00000239407	ENSG00000239407	-0.1	0.895112475
ENSG00000239415	ENSG00000239415	0.4	0.288654421
ENSG00000239437	RN7SL752P	1.3	0.109963028
ENSG00000239455	ENSG00000239455	-0.6	0.48993153
ENSG00000239465	ENSG00000239465	0.4	0.67738941
ENSG00000239467	ENSG00000239467	-0.1	0.787692192
ENSG00000239473	RPL7P38	1.4	0.011585752
ENSG00000239474	KLHL41	0.3	0.60962204
ENSG00000239480	ENSG00000239480	0.3	0.702388047
ENSG00000239483	RPS15AP16	0.7	0.459874598
ENSG00000239486	ENSG00000239486	-0.4	0.519815545
ENSG00000239498	ENSG00000239498	-1.3	0.107400309
ENSG00000239503	MARK2P8	-0.6	0.513349969
ENSG00000239504	RN7SL583P	0.8	0.367181078
ENSG00000239519	CADM2-AS1	1.4	0.040237324
ENSG00000239521	CASTOR3	0.4	0.038522916
ENSG00000239523	MYLK-AS1	0.1	0.921576827
ENSG00000239524	RPL32P34	0.1	0.899858285
ENSG00000239542	RN7SL399P	0.7	0.301769171
ENSG00000239556	ENSG00000239556	0.5	0.354135803
ENSG00000239557	PPP2R5CP	0.6	0.140681373
ENSG00000239559	RPL37P2	1.7	6.37E-04
ENSG00000239570	SETP11	0.9	0.290080745
ENSG00000239572	ENSG00000239572	-1.2	0.09341963
ENSG00000239586	MTND1P16	-1	0.195658651
ENSG00000239593	ENSG00000239593	0.7	0.377503152
ENSG00000239605	STPG4	-0.3	0.74765882
ENSG00000239617	RPL32P27	-1	0.135718262
ENSG00000239626	RPSAP41	0.2	0.825042371
ENSG00000239636	TFAP2E-AS1	0.8	0.087299792
ENSG00000239648	MTND1P3	0.4	0.631601583
ENSG00000239650	GUSBP4	0.9	0.264290057
ENSG00000239653	PSMD6-AS2	-0.2	0.815258446
ENSG00000239665	ENSG00000239665	-0.2	0.252529743
ENSG00000239670	ENSG00000239670	-0.3	0.797951009
ENSG00000239672	NME1	-0.9	6.38E-07
ENSG00000239697	TNFSF12	0.2	0.546760071
ENSG00000239704	CDRT4	0.1	0.829470621
ENSG00000239713	APOBEC3G	1.1	0.018429163
ENSG00000239763	ENSG00000239763	0.3	0.505662942
ENSG00000239774	ENSG00000239774	1.7	0.036690174
ENSG00000239779	WBP1	0.4	0.089946486
ENSG00000239789	MRPS17	-1.2	1.29E-06
ENSG00000239801	DENND6A-AS1	0.5	0.605993518
ENSG00000239804	ENSG00000239804	0.8	0.361165118
ENSG00000239827	SUGT1P3	-0.4	0.294078743
ENSG00000239828	ENSG00000239828	0.7	0.148515722
ENSG00000239830	RPS4XP22	0.9	0.184091835
ENSG00000239857	GET4	0.6	0.10016612
ENSG00000239873	GAPDHP27	-0.4	0.667342959
ENSG00000239877	IGSF11-AS1	-0.1	0.906567563
ENSG00000239881	RPS27P25	1.1	0.018065622
ENSG00000239884	RN7SL608P	0.3	0.744640485
ENSG00000239887	C1orf226	0.5	0.074490424
ENSG00000239899	RN7SL674P	-1	0.188945212
ENSG00000239911	PRKAG2-AS1	-1.6	1.18E-04
ENSG00000239912	RPL39P36	0.6	0.460492009
ENSG00000239922	ENSG00000239922	1.3	0.011312931
ENSG00000239926	PRDX3P4	0.1	0.921403562
ENSG00000239959	ENPP7P2	-0.5	0.424268649
ENSG00000239961	LILRA4	1.1	0.085245626
ENSG00000239997	FCF1P3	-1.5	0.054237366
ENSG00000239998	LILRA2	1.3	0.04344221
ENSG00000240003	RPL7P24	0.4	0.6603862
ENSG00000240005	STIM2-AS1	0.1	0.902035946
ENSG00000240033	ENSG00000240033	0.9	0.271714837
ENSG00000240038	AMY2B	-0.1	0.823736803
ENSG00000240048	DDX50P2	-0.2	0.83195964
ENSG00000240053	LY6G5B	-0.3	0.252410345
ENSG00000240057	ENSG00000240057	-0.6	0.463996888
ENSG00000240065	PSMB9	1.1	9.24E-06
ENSG00000240086	ENSG00000240086	-0.5	0.483520195
ENSG00000240087	RPSAP12	1.1	0.194823742
ENSG00000240100	ENSG00000240100	0.2	0.817702787
ENSG00000240132	ETF1P2	0.4	0.707139991
ENSG00000240135	PSMD12P1	0.5	0.388521206
ENSG00000240137	ERICH6-AS1	0.6	0.138282416
ENSG00000240184	PCDHGC3	0.9	0.127894112
ENSG00000240194	CYMP	-0.8	0.331582912
ENSG00000240204	SMKR1	-0.9	0.019175804
ENSG00000240207	ENSG00000240207	-1.8	9.61E-11
ENSG00000240219	ENSG00000240219	0.1	0.803810844
ENSG00000240225	ZNF542P	-0.4	0.118616328
ENSG00000240230	COX19	-0.3	0.033719818
ENSG00000240240	ENSG00000240240	-0.8	0.075037174
ENSG00000240244	GAPDHP33	-0.3	0.736567549
ENSG00000240253	FAR2P3	-0.4	0.602361986
ENSG00000240280	TCAM1P	-0.4	0.49493102
ENSG00000240288	GHRLOS	0.2	0.720883828
ENSG00000240291	ENSG00000240291	1.1	0.010210018
ENSG00000240305	ENSG00000240305	-1.3	0.094024986
ENSG00000240338	ENSG00000240338	0.5	0.58902561
ENSG00000240342	RPS2P5	0.9	0.031105289
ENSG00000240344	PPIL3	0.2	0.587866927
ENSG00000240356	RPL23AP7	0.7	0.137883631
ENSG00000240373	SEC62-AS1	-0.7	0.46541548
ENSG00000240376	ENSG00000240376	0.4	0.161121609
ENSG00000240392	RPL9P3	0.6	0.546169711
ENSG00000240395	RPL5P23	0.4	0.467360773
ENSG00000240399	ENSG00000240399	0.3	0.703223534
ENSG00000240401	ENSG00000240401	0.9	0.145922572
ENSG00000240405	SAMMSON	-0.4	0.650141736
ENSG00000240409	MTATP8P1	2.1	0.003238646
ENSG00000240418	ENSG00000240418	0.2	0.86640523
ENSG00000240423	LINC00636	-0.8	0.299488682
ENSG00000240429	LRRFIP1P1	-0.4	0.594685204
ENSG00000240441	ENSG00000240441	-0.8	0.193208878
ENSG00000240445	FOXO3B	0.7	0.383755305
ENSG00000240471	PHBP8	-0.8	0.310662745
ENSG00000240474	RN7SL116P	0.4	0.631930495
ENSG00000240477	ENSG00000240477	0.1	0.938640512
ENSG00000240489	SETP14	1.1	0.022510775
ENSG00000240498	CDKN2B-AS1	0.2	0.853833052
ENSG00000240499	ENSG00000240499	-0.1	0.886785659
ENSG00000240509	RPL34P18	0.5	0.423895939
ENSG00000240520	UOX	-0.2	0.668186022
ENSG00000240522	RPL7AP10	0.7	0.379596283
ENSG00000240527	ENSG00000240527	0.4	0.33532984
ENSG00000240531	RPL21P123	0.5	0.49893272
ENSG00000240549	THOC7-AS1	0.1	0.913231411
ENSG00000240571	ENSG00000240571	-1.1	0.149042994
ENSG00000240583	AQP1	3.4	2.76E-09
ENSG00000240590	RPSAP48	0.4	0.635056531
ENSG00000240591	ENSG00000240591	1.7	0.019416782
ENSG00000240596	KCNAB1-AS2	0.7	0.418423373
ENSG00000240616	RPS6P25	0.5	0.474068744
ENSG00000240622	RPL7P15	0.4	0.620037707
ENSG00000240625	RN7SL403P	0.8	0.357034514
ENSG00000240634	ENSG00000240634	0.9	0.199964164
ENSG00000240652	ENSG00000240652	0.2	0.461630827
ENSG00000240661	ENSG00000240661	0.8	0.327499904
ENSG00000240682	ISY1	0.1	0.528006817
ENSG00000240687	ENSG00000240687	2.1	5.29E-06
ENSG00000240692	RN7SL538P	1	0.114697384
ENSG00000240694	PNMA2	-1.4	7.43E-05
ENSG00000240695	ENSG00000240695	-0.5	0.235798539
ENSG00000240707	LINC01168	-1.7	1.71E-06
ENSG00000240710	ENSG00000240710	0.3	0.673552274
ENSG00000240720	LRRD1	-0.4	0.564029303
ENSG00000240723	RN7SL382P	0.4	0.69208906
ENSG00000240731	ENSG00000240731	0.6	0.023980978
ENSG00000240739	ENSG00000240739	-1	0.193526544
ENSG00000240747	KRBOX1	0.5	0.380863705
ENSG00000240764	PCDHGC5	-1.3	0.047484986
ENSG00000240771	ARHGEF25	-1	1.64E-04
ENSG00000240793	UBA52P8	-0.9	0.285102581
ENSG00000240796	MTND2P14	0.5	0.628811915
ENSG00000240808	ENSG00000240808	-1.1	0.206736068
ENSG00000240809	CAP1P1	0.1	0.823042134
ENSG00000240823	RN7SL23P	-0.1	0.889698275
ENSG00000240849	PEDS1	0.4	0.019130025
ENSG00000240854	PSMC2P1	-0.1	0.758669137
ENSG00000240857	RDH14	-0.4	0.007685566
ENSG00000240859	ENSG00000240859	-0.6	0.071254355
ENSG00000240869	RN7SL128P	-0.3	0.736661491
ENSG00000240875	LINC00886	0.3	0.669616716
ENSG00000240877	RN7SL521P	0.7	0.339316523
ENSG00000240882	ENSG00000240882	0.5	0.585840858
ENSG00000240889	NDUFB2-AS1	-0.9	0.037585988
ENSG00000240890	ENSG00000240890	1.2	0.134541352
ENSG00000240891	PLCXD2	-0.6	0.143167854
